Lake,name_display,island_oikos,in_oikos_core_19,in_focus_23,match_status,group,period,Year,n_taxa_mean,n_taxa_max,n_seasons
Peixinho,Peixinho,Pico,True,True,matched,macro,2025,2025,3.75,5,4
Peixinho,Peixinho,Pico,True,True,matched,macro,historical,2006,4.0,4,1
Peixinho,Peixinho,Pico,True,True,matched,macro,historical,2008,10.0,13,2
Peixinho,Peixinho,Pico,True,True,matched,macro,historical,2009,11.0,11,1
Peixinho,Peixinho,Pico,True,True,matched,macro,historical,2010,7.0,8,2
Peixinho,Peixinho,Pico,True,True,matched,macro,historical,2011,6.5,12,4
Peixinho,Peixinho,Pico,True,True,matched,macro,historical,2012,4.5,6,4
Peixinho,Peixinho,Pico,True,True,matched,macrophyte,historical,2008,4.0,4,1
Peixinho,Peixinho,Pico,True,True,matched,macrophyte,historical,2010,4.0,4,1
Peixinho,Peixinho,Pico,True,True,matched,macrophyte,historical,2011,11.0,11,1
Peixinho,Peixinho,Pico,True,True,matched,macrophyte,historical,2012,7.0,7,1
Peixinho,Peixinho,Pico,True,True,matched,phyto,2018,2018,18.75,24,4
Peixinho,Peixinho,Pico,True,True,matched,phyto,2024,2024,12.0,17,4
Peixinho,Peixinho,Pico,True,True,matched,phyto,2025,2025,7.5,10,4
Peixinho,Peixinho,Pico,True,True,matched,phyto,historical,2006,13.5,14,2
Peixinho,Peixinho,Pico,True,True,matched,phyto,historical,2008,21.5,25,2
Peixinho,Peixinho,Pico,True,True,matched,phyto,historical,2009,21.0,28,2
Peixinho,Peixinho,Pico,True,True,matched,phyto,historical,2010,21.0,21,2
Peixinho,Peixinho,Pico,True,True,matched,phyto,historical,2011,19.25,26,4
Peixinho,Peixinho,Pico,True,True,matched,phyto,historical,2012,21.25,25,4
Peixinho,Peixinho,Pico,True,True,matched,zoo,2025,2025,4.0,4,1
Peixinho,Peixinho,Pico,True,True,matched,zoo,historical,2011,3.0,3,1
Rasa,Rasa,Flores,True,True,matched,diatom,2015,2015,24.0,24,1
Rasa,Rasa,Flores,True,True,matched,diatom,2016,2016,29.5,37,3
Rasa,Rasa,Flores,True,True,matched,diatom,2017,2017,28.0,28,1
Rasa,Rasa,Flores,True,True,matched,diatom,2017_2018,2017,28.0,28,1
Rasa,Rasa,Flores,True,True,matched,diatom,2017_2018,2018,31.0,35,2
Rasa,Rasa,Flores,True,True,matched,diatom,2024,2024,18.75,20,4
Rasa,Rasa,Flores,True,True,matched,diatom,2025,2025,23.5,27,4
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2004,50.0,50,1
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2005,37.0,37,1
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2006,30.5,42,2
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2008,36.5,38,2
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2009,28.5,30,2
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2010,24.5,25,2
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2011,33.5,43,4
Rasa,Rasa,Flores,True,True,matched,diatom,historical,2012,31.75,34,4
Rasa,Rasa,Flores,True,True,matched,macro,2018,2018,4.0,4,1
Rasa,Rasa,Flores,True,True,matched,macro,2024,2024,5.0,7,4
Rasa,Rasa,Flores,True,True,matched,macro,2025,2025,6.33,8,3
Rasa,Rasa,Flores,True,True,matched,macro,historical,2004,12.0,12,1
Rasa,Rasa,Flores,True,True,matched,macro,historical,2005,6.0,6,1
Rasa,Rasa,Flores,True,True,matched,macro,historical,2006,3.0,3,1
Rasa,Rasa,Flores,True,True,matched,macro,historical,2008,9.5,12,2
Rasa,Rasa,Flores,True,True,matched,macro,historical,2010,8.0,10,2
Rasa,Rasa,Flores,True,True,matched,macro,historical,2011,4.5,7,4
Rasa,Rasa,Flores,True,True,matched,macro,historical,2012,7.75,12,4
Rasa,Rasa,Flores,True,True,matched,macrophyte,historical,2010,3.0,3,1
Rasa,Rasa,Flores,True,True,matched,macrophyte,historical,2011,8.0,8,1
Rasa,Rasa,Flores,True,True,matched,macrophyte,historical,2012,11.0,11,1
Rasa,Rasa,Flores,True,True,matched,phyto,2018,2018,19.0,22,4
Rasa,Rasa,Flores,True,True,matched,phyto,2024,2024,12.0,17,4
Rasa,Rasa,Flores,True,True,matched,phyto,2025,2025,6.0,8,4
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2004,17.0,17,1
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2005,17.0,17,1
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2006,14.0,14,2
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2008,20.5,22,2
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2009,12.5,14,2
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2010,20.0,21,2
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2011,18.25,21,4
Rasa,Rasa,Flores,True,True,matched,phyto,historical,2012,19.25,23,4
Rasa,Rasa,Flores,True,True,matched,zoo,2025,2025,3.0,3,1
Rasa,Rasa,Flores,True,True,matched,zoo,historical,2011,13.0,16,2
Rasa,Rasa,Flores,True,True,matched,zoo,historical,2012,10.0,10,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,2015,2015,21.0,21,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,2016,2016,24.0,28,3
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,2017_2018,2017,30.0,30,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,2017_2018,2018,20.33,24,3
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,2024,2024,24.25,32,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,2025,2025,20.75,23,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,historical,2008,28.5,30,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,historical,2009,31.0,32,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,historical,2010,29.0,33,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,historical,2011,29.75,42,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,diatom,historical,2012,22.25,25,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,2018,2018,10.0,10,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,2024,2024,8.0,12,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,2025,2025,7.75,9,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,historical,2008,5.33,8,3
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,historical,2009,3.5,4,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,historical,2010,2.5,4,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,historical,2011,4.25,8,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macro,historical,2012,3.0,5,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macrophyte,historical,2008,2.0,2,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macrophyte,historical,2010,3.0,3,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macrophyte,historical,2011,9.0,9,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,macrophyte,historical,2012,10.0,10,1
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,2018,2018,17.0,21,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,2024,2024,12.25,16,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,2025,2025,9.25,11,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,historical,2008,20.0,21,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,historical,2009,24.0,27,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,historical,2010,27.0,32,2
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,historical,2011,22.0,34,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,phyto,historical,2012,25.0,27,4
Rasa Serra Devassa,Rasa Serra Devassa,Sao Miguel,False,True,matched,zoo,2025,2025,0.0,0,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,2015,2015,18.0,18,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,2016,2016,21.25,24,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,2017_2018,2017,26.0,26,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,2017_2018,2018,16.67,18,3
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,2024,2024,34.25,39,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,2025,2025,25.5,28,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,historical,2008,14.5,15,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,historical,2009,28.0,35,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,historical,2010,22.0,27,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,historical,2011,28.0,35,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,diatom,historical,2012,30.75,42,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,2018,2018,9.0,9,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,2024,2024,6.75,10,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,2025,2025,4.75,9,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,historical,2008,8.0,12,3
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,historical,2009,5.0,7,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,historical,2010,10.0,12,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,historical,2011,6.75,10,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macro,historical,2012,5.5,7,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macrophyte,historical,2008,2.0,2,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macrophyte,historical,2010,4.0,4,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macrophyte,historical,2011,5.0,5,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,macrophyte,historical,2012,7.0,7,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,2018,2018,3.75,5,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,2024,2024,4.75,6,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,2025,2025,4.5,5,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,historical,2008,9.0,11,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,historical,2009,8.5,12,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,historical,2010,6.5,8,2
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,historical,2011,9.5,12,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,phyto,historical,2012,8.75,10,4
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,zoo,2025,2025,7.0,7,1
Rasa Sete Cidades,Rasa Sete Cidades,Sao Miguel,True,True,matched,zoo,historical,2011,15.0,15,1
Rosada,Rosada,Pico,True,True,matched,diatom,2015,2015,21.0,21,1
Rosada,Rosada,Pico,True,True,matched,diatom,2016,2016,30.25,36,4
Rosada,Rosada,Pico,True,True,matched,diatom,2017,2017,43.0,43,1
Rosada,Rosada,Pico,True,True,matched,diatom,2017_2018,2017,22.0,22,1
Rosada,Rosada,Pico,True,True,matched,diatom,2017_2018,2018,28.0,29,2
Rosada,Rosada,Pico,True,True,matched,diatom,2024,2024,33.0,39,4
Rosada,Rosada,Pico,True,True,matched,diatom,2025,2025,30.75,33,4
Rosada,Rosada,Pico,True,True,matched,diatom,historical,2006,25.0,29,3
Rosada,Rosada,Pico,True,True,matched,diatom,historical,2008,24.5,30,2
Rosada,Rosada,Pico,True,True,matched,diatom,historical,2009,26.0,34,2
Rosada,Rosada,Pico,True,True,matched,diatom,historical,2010,37.5,39,2
Rosada,Rosada,Pico,True,True,matched,diatom,historical,2011,36.5,40,4
Rosada,Rosada,Pico,True,True,matched,diatom,historical,2012,28.0,36,4
Rosada,Rosada,Pico,True,True,matched,macro,2018,2018,10.0,10,1
Rosada,Rosada,Pico,True,True,matched,macro,2024,2024,7.25,12,4
Rosada,Rosada,Pico,True,True,matched,macro,2025,2025,7.75,10,4
Rosada,Rosada,Pico,True,True,matched,macro,historical,2006,6.0,6,1
Rosada,Rosada,Pico,True,True,matched,macro,historical,2008,10.5,12,2
Rosada,Rosada,Pico,True,True,matched,macro,historical,2009,5.0,6,2
Rosada,Rosada,Pico,True,True,matched,macro,historical,2010,4.5,5,2
Rosada,Rosada,Pico,True,True,matched,macro,historical,2011,4.0,6,4
Rosada,Rosada,Pico,True,True,matched,macro,historical,2012,5.75,9,4
Rosada,Rosada,Pico,True,True,matched,macrophyte,historical,2008,7.0,7,1
Rosada,Rosada,Pico,True,True,matched,macrophyte,historical,2010,6.0,6,1
Rosada,Rosada,Pico,True,True,matched,macrophyte,historical,2011,7.0,7,1
Rosada,Rosada,Pico,True,True,matched,macrophyte,historical,2012,12.0,12,1
Rosada,Rosada,Pico,True,True,matched,phyto,2018,2018,20.67,21,3
Rosada,Rosada,Pico,True,True,matched,phyto,2024,2024,12.75,17,4
Rosada,Rosada,Pico,True,True,matched,phyto,2025,2025,8.5,11,4
Rosada,Rosada,Pico,True,True,matched,phyto,historical,2006,19.0,20,2
Rosada,Rosada,Pico,True,True,matched,phyto,historical,2008,19.5,20,2
Rosada,Rosada,Pico,True,True,matched,phyto,historical,2009,23.5,25,2
Rosada,Rosada,Pico,True,True,matched,phyto,historical,2010,21.0,22,2
Rosada,Rosada,Pico,True,True,matched,phyto,historical,2011,19.75,23,4
Rosada,Rosada,Pico,True,True,matched,phyto,historical,2012,19.75,22,4
Rosada,Rosada,Pico,True,True,matched,zoo,2025,2025,7.0,7,1
Rosada,Rosada,Pico,True,True,matched,zoo,historical,2011,12.0,12,1
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,2015,2015,21.0,21,1
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,2016,2016,24.33,33,2
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,2017_2018,2017,21.0,21,1
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,2017_2018,2018,18.0,20,3
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,2024,2024,14.5,19,4
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,2025,2025,14.25,16,4
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,historical,2008,26.0,26,1
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,historical,2009,28.0,28,1
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,historical,2010,20.0,20,1
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,historical,2011,24.0,24,1
Santiago,Santiago,Sao Miguel,True,True,matched,diatom,historical,2012,32.5,36,4
Santiago,Santiago,Sao Miguel,True,True,matched,macro,2018,2018,7.0,7,1
Santiago,Santiago,Sao Miguel,True,True,matched,macro,2024,2024,3.25,4,4
Santiago,Santiago,Sao Miguel,True,True,matched,macro,2025,2025,2.75,5,4
Santiago,Santiago,Sao Miguel,True,True,matched,macro,historical,2008,5.0,6,3
Santiago,Santiago,Sao Miguel,True,True,matched,macro,historical,2009,7.0,9,2
Santiago,Santiago,Sao Miguel,True,True,matched,macro,historical,2010,7.5,13,2
Santiago,Santiago,Sao Miguel,True,True,matched,macro,historical,2011,4.0,4,1
Santiago,Santiago,Sao Miguel,True,True,matched,macro,historical,2012,4.25,6,4
Santiago,Santiago,Sao Miguel,True,True,matched,macrophyte,historical,2011,9.0,9,1
Santiago,Santiago,Sao Miguel,True,True,matched,macrophyte,historical,2012,6.0,6,1
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,2018,2018,18.5,23,4
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,2024,2024,9.5,15,4
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,2025,2025,6.25,9,4
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,historical,2008,23.0,23,2
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,historical,2009,17.5,21,2
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,historical,2010,20.0,25,2
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,historical,2011,16.75,19,4
Santiago,Santiago,Sao Miguel,True,True,matched,phyto,historical,2012,16.0,21,4
Santiago,Santiago,Sao Miguel,True,True,matched,zoo,2025,2025,5.0,5,1
Santiago,Santiago,Sao Miguel,True,True,matched,zoo,historical,2011,17.5,20,2
Santiago,Santiago,Sao Miguel,True,True,matched,zoo,historical,2012,13.0,15,2
Santo Cristo,Santo Cristo,Sao Jorge,False,False,recent_only,macro,2024,2024,4.0,5,2
Santo Cristo,Santo Cristo,Sao Jorge,False,False,recent_only,macro,2025,2025,5.0,5,1
Santo Cristo,Santo Cristo,Sao Jorge,False,False,recent_only,phyto,2024,2024,2.0,2,2
Santo Cristo,Santo Cristo,Sao Jorge,False,False,recent_only,phyto,2025,2025,1.0,1,1
Santo Cristo,Santo Cristo,Sao Jorge,False,False,recent_only,zoo,2025,2025,2.0,2,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,2015,2015,47.0,47,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,2016,2016,32.0,34,3
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,2017_2018,2017,30.0,30,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,2017_2018,2018,19.67,22,3
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,2024,2024,28.75,39,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,2025,2025,29.5,34,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2003,29.0,29,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2004,35.0,42,3
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2005,19.5,29,2
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2006,21.33,22,3
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2007,34.0,34,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2008,34.5,39,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2009,33.0,33,2
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2010,38.75,42,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2011,31.0,36,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,diatom,historical,2012,33.0,42,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,2018,2018,14.0,14,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,2024,2024,8.25,12,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,2025,2025,8.0,9,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2003,6.0,6,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2004,2.67,5,3
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2005,13.0,14,2
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2006,9.33,10,3
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2008,8.5,13,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2009,7.5,8,2
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2010,10.0,12,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2011,7.75,12,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,macro,historical,2012,7.5,11,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,macrophyte,historical,2010,11.0,11,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,macrophyte,historical,2011,4.0,4,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,macrophyte,historical,2012,14.0,14,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,2018,2018,20.5,23,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,2024,2024,11.25,19,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,2025,2025,8.0,9,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2003,27.0,27,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2004,25.67,31,3
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2005,22.0,24,2
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2006,24.5,27,2
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2007,26.0,26,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2008,23.0,26,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2009,22.0,22,2
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2010,24.25,27,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2011,25.25,30,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,phyto,historical,2012,24.5,31,4
Sao Bras,São Brás,Sao Miguel,True,True,matched,zoo,2025,2025,6.0,6,1
Sao Bras,São Brás,Sao Miguel,True,True,matched,zoo,historical,2011,17.0,17,1
Verde,Verde,Sao Miguel,True,True,matched,diatom,2015,2015,38.0,38,1
Verde,Verde,Sao Miguel,True,True,matched,diatom,2016,2016,37.5,44,3
Verde,Verde,Sao Miguel,True,True,matched,diatom,2017_2018,2017,20.0,20,1
Verde,Verde,Sao Miguel,True,True,matched,diatom,2017_2018,2018,19.0,21,3
Verde,Verde,Sao Miguel,True,True,matched,diatom,2024,2024,28.5,34,4
Verde,Verde,Sao Miguel,True,True,matched,diatom,2025,2025,30.75,38,4
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2003,35.0,35,1
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2004,39.33,47,3
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2005,28.67,31,3
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2006,38.33,43,3
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2008,34.75,41,4
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2009,24.5,27,2
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2010,31.75,36,4
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2011,35.0,39,4
Verde,Verde,Sao Miguel,True,True,matched,diatom,historical,2012,29.75,34,4
Verde,Verde,Sao Miguel,True,True,matched,macro,2018,2018,15.0,15,1
Verde,Verde,Sao Miguel,True,True,matched,macro,2024,2024,10.5,15,4
Verde,Verde,Sao Miguel,True,True,matched,macro,2025,2025,9.75,13,4
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2003,5.0,5,1
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2004,7.67,8,3
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2005,10.67,12,3
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2006,12.33,14,3
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2008,14.25,18,4
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2009,12.0,13,2
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2010,11.75,16,4
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2011,15.75,20,4
Verde,Verde,Sao Miguel,True,True,matched,macro,historical,2012,15.5,20,4
Verde,Verde,Sao Miguel,True,True,matched,macrophyte,historical,2010,6.0,6,1
Verde,Verde,Sao Miguel,True,True,matched,macrophyte,historical,2011,2.0,2,1
Verde,Verde,Sao Miguel,True,True,matched,macrophyte,historical,2012,16.0,16,1
Verde,Verde,Sao Miguel,True,True,matched,phyto,2018,2018,23.5,30,4
Verde,Verde,Sao Miguel,True,True,matched,phyto,2024,2024,10.5,14,4
Verde,Verde,Sao Miguel,True,True,matched,phyto,2025,2025,8.5,11,4
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2003,24.0,24,1
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2004,26.33,28,3
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2005,25.67,27,3
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2006,21.67,24,3
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2007,16.0,16,1
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2008,16.25,19,4
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2009,15.5,19,2
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2010,23.5,36,4
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2011,24.5,34,4
Verde,Verde,Sao Miguel,True,True,matched,phyto,historical,2012,22.75,27,4
Verde,Verde,Sao Miguel,True,True,matched,zoo,2025,2025,5.0,5,1
Verde,Verde,Sao Miguel,True,True,matched,zoo,historical,2011,5.5,6,2
Verde,Verde,Sao Miguel,True,True,matched,zoo,historical,2012,15.5,17,2
